Keyskills
"Credit Underwriting, management, mortgage, mortgage underwriting, secured loan, finance, credit management, loan against property"
"Financial Modelling, modeling, private equity, equity, consulting"
"finance, sales, back office, customer care, reporting, backend, accounting"
"php, management, compliance, legal compliance, software services, legal, control, financial control"
"Due diligence, Forecasting, PTP, Analytics, OTC, finance process"
"Financial analysis, Financial planning, Budgeting, Forecasting, Variance analysis, consulting, operations"
"management, management reporting, financial analysis, financial reporting, analytics, operations"
"Budgeting, Variance Analysis, financial reporting, forecasting, finance, analysis, reporting"
"financial management, management, financial strategy, cash flow management, financial analysis, cash flow"
"accountant, Accounting, tax, accounting functions, taxation, "
"Corporate Finance, ERP, client receivable, Accounts Receivable, Accounts Payable, corporate, receivable, client"
"accounting,senior,finance,finance and accounts"
"Accounting,Book Closing,IGAAP,General Ledger,clients Ledger reconciliation,receivable,clientledger reconciliation"
"billing,auditing,review,management,team management,risk mitigation,interpersonal skill"
"Journal entries,Consulting,Forecasting,Operations management"
"Journal entries,Process orientation,Consulting,Forecasting,Operations,management,program,balance"
"Variance Analysis,Forecasting,budgeting,financial reporting,financial planning,financial management,analysis"
"sap,tds,finance,auditing,financial statements,bank reconciliation"
"Customer Billing,Accounts Receivable,Accounts Payable,vendor payments,monthly reports,billing,inventory accounting,receivable"
"accounts payable,Accounts Receivable,finance,manufacturing,receivable,sap,accounting"
"Project Finance,modeling,sensitivity analysis"
"monthly mis,Monthly Closing,labour costing,product costing,Capex Planning,sap fico"
"Gst Return,filing,tax audit,tds return,tds,tax assessments,gst filing,direct tax"
"Business Finance,financial modelling,financial planning,financial management"
"Journal entries,record to report,Forecasting,Operations,finance operation,balance sheet,reconciliation"
"management,r,costing,supply,stakeholder management,performance management,analytics,supply chain"
"Due diligence,Financial planning,Consulting,Budgeting,Forecasting,otc,business strategy"
"budgeting,tableau,finance,analytics,management,planning,data analysis"
"TDS,Tally ERP,Gst,Bank Reconciliation,receivable,payables,cash handling,follow ups"
"control,business analysis,credit control,monitoring,mis,finance,reconciliation,credit"
"Accounts payable,accounts receivable,receivable,payables,general,finance,general ledger,ledger"
"business finance,Advanced Excel,SQL,Accounts Payable,MS Exel,exel,commercial,navigation"
"vendor,cash management,costing,talent management,management,sm,crm,cash"
"accounts receivable,accounts payable,taxation,finance,payables,receivable,accounting,invoicing"
"payments,management,power bi,technology,processing,revenue accounting,microsoft,agile"
"US accounting principles,OTC -AR with Cash apps Bank Reconciliation Billing,US Accounting,Order To Cash,Accounts Receivable,application,reconciliation,billing"
"US accounting principles,OTC -AR with Cash apps Bank Reconciliation Billing,US Accounting,Order To Cash,Accounts Receivable,finance,accounting,bank reconciliation"
"sales,handling,finance,retail sales,channel sales,showroom,management,distributor sales"
"Indirect Tax,requirement gathering,Indirect finance,cfo,transformation"
"Business Finance,Financial Planning And Analysis,financial analysis,controllership,hiring,cost,finance,financial planning"
"financial analysis,Forecasting,modeling,roi analysis,financial modelling,roi analysis,cost"
"Business finance partner,business finance,fpa,leadership,financial planning,cash flow,cash,planning"
"budgets,Revenue,forecasts,management,financial analysis,cash flow,analysis,project quality"
"trade finance,SAP,MIS,ms office,management,reconciliation"
"property,tds,taxation,income tax,accounting,pharmaceutical,general accounting"
"supply chain,Cost of Good,sap erp,opex vs capex,supply,manufacturing industry,sap,erp"
"MIS Preparation,Cost Management,Inventory Management,Budget Analysis,Variance Analysis,excel,advanced excel,cost control"
"exchange server,due diligence,auditing,management accounting,stock exchange,asset management,finance,sap"
"TDS,Internal Control,Accounting,financial management,Auditing,monthly returns,external audit,income tax"
"management,ca,functional,financial management"
"TDS,GST,sap,finance,taxation,sap fico,excel,fico"
"reporting,reporting tools,financial analysis,Sap"
"Wholesale banking,Succession planning,Capital market,Financial services,Data entry,data analytics,senior,succession"
"interpersonal skill,financial analysis,interpersonal skills,financial management,management,corporate governance,financial analysis"
"Due diligence,Financial planning,Budgeting,Forecasting,Analytics,client,management,financial planning"
"Due diligence,Financial planning,Budgeting,Forecasting,Analytics,diligence,business strategy"
"Accounting,financial analysis,reconciliation,analysis"
"fico,financial analysis,sap fico,sap"
"finance,sponsorship,management,life cycle,leadership,business planning,software development life cycle"
"analysis,variance analysis,forecasting,operations,excel,automation,financial planning and analysis,budgeting"
"life sciences,operations,administration,balance sheet"
"Financial Analysis,Purchase Accounting,Indirect Taxation,analysis,auditing,taxation,accounting"
"Finance,cost control,variance analysis,treasury,management"
"financial management,balance,budgeting,financial statements,management"
"sap,financial planning and analysis,risk management,balance sheet operations,analysis"
"Sap Knowledge,compliance,auditing,management,finance and accounts"
"r2r,expense management,,training management,management,accounts payables"
"Tally Software,Auditing,finance,financial statements,tax audit,planning"
"Quick Books,SAGE,variance analysis,management,sheet,balance,journal entries,senior"
"Financial Planning,management,financial analysis,financial reporting,reporting,insurance,financial planning and analysis"
"Financial Analysis,Financial Reporting,Financial Planning,Budgeting,Forecasting,financial planning,variance analysis"
"reports,Data Collection,Advanced Excel,MIS,financial analyst,sap,performance monitoring"
"quality control,data quality,diligence,control,operations,finance,reporting,financial statements"
"strategic planning,management,sheet,balance,journal entries"
"management,financial analysis,financial reporting,interpersonal skill,reporting,business intelligence,interpersonal skills,power bi"
"Financial Analysis,financial analysis"
"financial analysis,Accounting Skills,Due Diligence Review,Financial Modelling,Business Valuation,diligence,finance,accounting"
"Finance,management,r,costing,supply,stakeholder management,analysis,performance management"
"financial planning and analysis,variance analysis,sheet,balance,back office"
"treasury operations,forex,treasury management"
"data management,application,customer support,Security analysis "
"English,Accounting,MS Office,income tax,auditing,ca,tally,com"
